artist,chart_position,country,production_house,title,week,weeks_on_chart
GEORGE EZRA,80,UK,COLUMBIA,SHOTGUN,41,81
ARIANA GRANDE & SOCIAL HOUSE,81,UK,POLYDOR/REPUBLIC RECORDS,BOYFRIEND,41,10
STORMZY,71,UK,MERKY,VOSSI BOP,43,26
ENDOR,72,UK,DEFECTED,PUMP IT UP,43,2
YNW MELLY FT 9LOKKNINE,73,UK,300 ENTERTAINMENT,223'S,43,4
LIZZY/TORY LANEZ/FREDO/POPCAAN,74,UK,ISLAND,2 CUPS,43,4
INTERNET MONEY/TECCA/BOOGIE,75,UK,TENTHOUSAND PROJECTS,SOMEBODY,43,1
TION WAYNE & JAY1,76,UK,EMI,2 ON 2,43,4
JAY1,77,UK,PARLOPHONE,4AM IN COVENTRY,43,5
JAY1,98,UK,PARLOPHONE,4AM IN COVENTRY,44,6
ROBERTO SURACE,99,UK,DEFECTED,JOYS,44,2
AJ TRACEY FT YOUNG ADZ,100,UK,AJ TRACEY,HALLOWEEN,44,1
MAHALIA FT ELLA MAI,96,UK,ASYLUM,WHAT YOU DID,46,2
TION WAYNE & JAY1,97,UK,EMI,2 ON 2,46,7
TOM WALKER,98,UK,RELENTLESS,JUST YOU AND I,46,41
GERRY CINNAMON,99,UK,LR,SOMETIMES,46,1
KREPT & KONAN/SPICE/TORY LANEZ,100,UK,VIRGIN,FIRST TIME,46,2
HARRY STYLES,16,UK,COLUMBIA,LIGHTS UP,45,4
JORJA SMITH FT BURNA BOY,17,UK,FAMM,BE HONEST,45,12
AJ TRACEY,58,UK,AJ TRACEY,LADBROKE GROVE,48,39
LITTLE MIX,59,UK,RCA,ONE I'VE BEEN MISSING,48,1
KYGO & WHITNEY HOUSTON,60,UK,COLUMBIA/KYGO,HIGHER LOVE,48,22
BILLIE EILISH,61,UK,INTERSCOPE,BAD GUY,48,35
MEDUZA FT GOODBOYS,82,UK,POLYDOR,PIECE OF YOUR HEART,41,30
FREYA RIDINGS,83,UK,GOOD SOLDIER,CASTLES,41,17
KHALID/A BOOGIE WIT DA HOODIE,84,UK,RIGHT HAND MUSIC,RIGHT BACK,41,8
CAMILA CABELLO,85,UK,EPIC/SYCO MUSIC,CRY FOR ME,41,1
RUSS & TION WAYNE,86,UK,VIRGIN,KEISHA & BECKY,41,29
ELDERBROOK & RUDIMENTAL,87,UK,PARLOPHONE,SOMETHING ABOUT YOU,41,1
DERMOT KENNEDY,88,UK,ISLAND,POWER OVER ME,41,1
DERMOT KENNEDY,89,UK,ISLAND,ALL MY FRIENDS,41,1
TOM WALKER,90,UK,RELENTLESS,JUST YOU AND I,41,39
LIL TECCA,78,UK,LIL TECCA,LOVE ME,43,8
MEDUZA FT GOODBOYS,79,UK,POLYDOR,PIECE OF YOUR HEART,43,32
CHRIS BROWN FT DRAKE,80,UK,CHRIS BROWN ENTERTAINMENT/RCA,NO GUIDANCE,43,20
SIGALA & BECKY HILL,81,UK,MINISTRY OF SOUND,WISH YOU WELL,43,22
DRAKE,82,UK,WARNER RECORDS,BEHIND BARZ,43,6
BLACKBEAR,18,UK,INTERSCOPE,HOT GIRL BUMMER,45,7
JAX JONES FT ELLA HENDERSON,19,UK,POLYDOR,THIS IS REAL,45,7
TIESTO & MABEL,20,UK,POLYDOR,GOD IS A DANCER,45,7
SAM FELDT FT RANI,21,UK,SPINNIN',POST MALONE,45,18
DAVE,22,UK,WARNER RECORDS,PROFESSOR X,45,8
KREPT & KONAN/D-BLOCK/HUSSLE,23,UK,VIRGIN,TELL ME,45,1
TONES & I,1,UK,PARLOPHONE,DANCE MONKEY,47,16
GRM DAILY FT NOT3S/BLADE BROWN,62,UK,GRM RECORDS/PARLOPHONE,CASH TRAIN,48,1
KREPT & KONAN/D-BLOCK/HUSSLE,63,UK,VIRGIN,TELL ME,48,4
WEEKND,64,UK,REPUBLIC RECORDS/XO,HEARTLESS,48,1
JORJA SMITH FT BURNA BOY,65,UK,FAMM,BE HONEST,48,15
AITCH,66,UK,SINCE 93,TASTE (MAKE IT SHAKE),48,17
JOEL CORRY,67,UK,PERFECT HAVOC,SORRY,48,21
IDINA MENZEL/EVAN RACHEL WOOD,68,UK,WALT DISNEY,SHOW YOURSELF,48,1
LIL NAS X,69,UK,LIL NAS X,OLD TOWN ROAD,48,36
CALVIN HARRIS & RAG'N'BONE MAN,91,UK,COLUMBIA,GIANT,41,39
TIESTO/JONAS BLUE/RITA ORA,92,UK,VIRGIN,RITUAL,41,19
MEGAN THEE STALLION/MINAJ,93,UK,300 ENTERTAINMENT,HOT GIRL SUMMER,41,9
FREDO,94,UK,WARNER RECORDS,FREDDY,41,4
AVA MAX,95,UK,ATLANTIC,SWEET BUT PSYCHO,41,51
GEORGE EZRA,83,UK,COLUMBIA,SHOTGUN,43,83
AJ TRACEY,84,UK,AJ TRACEY,CAT PACK,43,3
LADY GAGA & BRADLEY COOPER,85,UK,INTERSCOPE,SHALLOW,43,56
YVES V FT AFROJACK & ICONA POP,86,UK,SPINNIN',WE GOT THAT COOL,43,7
FOALS,87,UK,WARNER RECORDS,THE RUNNER,43,1
MABEL,88,UK,POLYDOR,MAD LOVE,43,20
CAMILA CABELLO,24,UK,EPIC/SYCO MUSIC,LIAR,45,9
LEWIS CAPALDI,25,UK,EMI,SOMEONE YOU LOVED,45,45
NIALL HORAN,26,UK,CAPITOL,NICE TO MEET YA,45,5
AJ TRACEY FT MOSTACK & NOT3S,27,UK,AJ TRACEY,FLOSS,45,2
KREPT & KONAN/WIZKID,28,UK,VIRGIN,G LOVE,45,3
DAN & SHAY FT JUSTIN BIEBER,29,UK,DEF JAM/WARNER RECORDS,10000 HOURS,45,5
DUA LIPA,2,UK,WARNER RECORDS,DON'T START NOW,47,3
BILLIE EILISH,3,UK,INTERSCOPE,EVERYTHING I WANTED,47,1
REGARD,4,UK,MINISTRY OF SOUND,RIDE IT,47,14
MAROON 5,5,UK,INTERSCOPE,MEMORIES,47,9
RAYE,70,UK,POLYDOR,LOVE ME AGAIN,48,12
POGUES FT KIRSTY MACCOLL,71,UK,WARNER BROS,FAIRYTALE OF NEW YORK,48,95
KREPT & KONAN/WIZKID,72,UK,VIRGIN,G LOVE,48,6
SHAED,73,UK,CAROLINE,TRAMPOLINE,48,8
PANIC AT THE DISCO,74,UK,WALT DISNEY,INTO THE UNKNOWN,48,1
HALSEY,75,UK,VIRGIN,GRAVEYARD,48,11
KOFFEE,96,UK,COLUMBIA,TOAST,41,15
LIL TJAY,97,UK,COLUMBIA,F.N,41,7
BILLIE EILISH,98,UK,INTERSCOPE,ALL THE GOOD GIRLS GO TO HELL,41,3
SHAED,99,UK,CAROLINE,TRAMPOLINE,41,1
SUMMER WALKER FT DRAKE,89,UK,INTERSCOPE,GIRLS NEED LOVE,43,8
DIPLO & JONAS BROTHERS,90,UK,COLUMBIA,LONELY,43,3
MABEL,91,UK,POLYDOR,DON'T CALL ME UP,43,38
STORMZY,92,UK,ATLANTIC/MERKY,SOUNDS OF THE SKENG,43,7
KOFFEE,93,UK,COLUMBIA,TOAST,43,17
M HUNCHO FT NAFE SMALLZ,30,UK,ISLAND,THUMB,45,1
AJ TRACEY & SKEPTA,31,UK,BOY BETTER KNOW,KISS AND TELL,45,1
COLDPLAY,32,UK,PARLOPHONE,ORPHANS,45,2
ED SHEERAN FT STORMZY,33,UK,ASYLUM,TAKE ME BACK TO LONDON,45,15
KYGO & WHITNEY HOUSTON,34,UK,COLUMBIA/KYGO,HIGHER LOVE,45,19
LEWIS CAPALDI,6,UK,EMI,BRUISES,47,25
ED SHEERAN/CABELLO/CARDI B,7,UK,ASYLUM,SOUTH OF THE BORDER,47,8
LIZZO,8,UK,ATLANTIC,GOOD AS HELL,47,17
SELENA GOMEZ,9,UK,INTERSCOPE,LOSE YOU TO LOVE ME,47,5
ARIZONA ZERVAS,10,UK,SONY MUSIC,ROXANNE,47,3
SELENA GOMEZ,76,UK,INTERSCOPE,LOOK AT HER NOW,48,5
BAND AID,77,UK,MERCURY,DO THEY KNOW IT'S CHRISTMAS,48,76
YOUNG T & BUGSEY FT AITCH,78,UK,BLACK BUTTER,STRIKE A POSE,48,25
ARIANA GRANDE,79,UK,REPUBLIC RECORDS,SANTA TELL ME,48,14
CHAINSMOKERS/ILLENIUM/STELLA,100,UK,DISRUPTOR,TAKEAWAY,41,10
FREYA RIDINGS,94,UK,GOOD SOLDIER,CASTLES,43,19
RUSS & TION WAYNE,95,UK,VIRGIN,KEISHA & BECKY,43,31
ZEDD & KEHLANI,96,UK,INTERSCOPE,GOOD THING,43,2
CAST OF RUPAUL'S DRAG RACE UK,35,UK,WORLD OF WONDER,BREAK UP BYE BYE,45,1
SUMMER WALKER,36,UK,INTERSCOPE,PLAYING GAMES,45,7
POST MALONE,11,UK,REPUBLIC RECORDS,CIRCLES,47,12
MEDUZA/BECKY HILL/GOODBOYS,12,UK,POLYDOR,LOSE CONTROL,47,6
J HUS,13,UK,BLACK BUTTER,MUST BE,47,2
DOMINIC FIKE,80,UK,COLUMBIA,3 NIGHTS,48,30
LIL BABY,81,UK,MOTOWN/QUALITY CONTROL,WOAH,48,3
WRETCH 32 FT GIGGS,97,UK,POLYDOR,10-Oct,43,1
LIAM PAYNE/A BOOGIE WIT DA,98,UK,CAPITOL,STACK IT UP,43,2
GORGON CITY & MK,99,UK,VIRGIN,THERE FOR YOU,43,1
POUNDZ,37,UK,DISTURBING LONDON,OPP THOT,45,4
SCRIPT,38,UK,COLUMBIA,THE LAST TIME,45,7
SELENA GOMEZ,39,UK,INTERSCOPE,LOOK AT HER NOW,45,2
HALSEY,40,UK,VIRGIN,GRAVEYARD,45,8
JOEL CORRY,41,UK,PERFECT HAVOC,SORRY,45,18
ARIZONA ZERVAS,42,UK,ARIZONA ZERVAS,ROXANNE,45,1
BLACKBEAR,14,UK,INTERSCOPE,HOT GIRL BUMMER,47,9
RITON & OLIVER HELDENS FT VULA,15,UK,MINISTRY OF SOUND,TURN ME ON,47,10
HARRY STYLES,16,UK,COLUMBIA,LIGHTS UP,47,6
TONES & I,1,UK,PARLOPHONE,DANCE MONKEY,49,18
SHAKIN' STEVENS,82,UK,RCA,MERRY CHRISTMAS EVERYONE,48,67
JAMES ARTHUR,83,UK,COLUMBIA,QUITE MISS HOME,48,4
GEKO/STEFFLON DON/DENO/DAPPY,84,UK,3 BEAT,LINK UP,48,1
SAM FELDT FT RANI,85,UK,SPINNIN',POST MALONE,48,21
ANT SAUNDERS,86,UK,DISTROKID.COM,YELLOW HEARTS,48,3
MICHAEL BUBLE,87,UK,REPRISE,IT'S BEGINNING TO LOOK A LOT LIKE,48,29
DAVE FT BURNA BOY,88,UK,DAVE NEIGHBOURHOOD,LOCATION,48,38
M HUNCHO FT NAFE SMALLZ,89,UK,ISLAND,THUMB,48,4
JUICE WRLD/YOUNGBOY NEVER,90,UK,INTERSCOPE,BANDIT,48,8
D-BLOCK EUROPE,91,UK,D-BLOCK EUROPE,OUTSIDE,48,8
DABABY,92,UK,INTERSCOPE,BOP,48,1
ROBERTO SURACE,100,UK,DEFECTED,JOYS,43,1
ENDOR,43,UK,DEFECTED,PUMP IT UP,45,4
AJ TRACEY,44,UK,AJ TRACEY,LADBROKE GROVE,45,36
SHAWN MENDES/CAMILA CABELLO,45,UK,EMI/SYCO MUSIC,SENORITA,45,20
ED SHEERAN FT KHALID,46,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,45,19
AITCH,47,UK,SINCE 93,TASTE (MAKE IT SHAKE),45,14
GRANDE/CYRUS/LANA DEL REY,48,UK,POLYDOR/RCA/REPUBLIC RECORDS,DON'T CALL ME ANGEL (CHARLIE'S ANGELS),45,8
DOMINIC FIKE,49,UK,COLUMBIA,3 NIGHTS,45,27
FREDO,17,UK,SINCE 93,NETFLIX & CHILL,47,2
DAVE,18,UK,WARNER RECORDS,PROFESSOR X,47,10
LEWIS CAPALDI,19,UK,EMI,BEFORE YOU GO,47,1
JAX JONES FT ELLA HENDERSON,20,UK,POLYDOR,THIS IS REAL,47,9
LEWIS CAPALDI,2,UK,EMI,BEFORE YOU GO,49,3
STORMZY/ED SHEERAN/BURNA BOY,3,UK,ATLANTIC/MERKY,OWN IT,49,2
DUA LIPA,4,UK,WARNER RECORDS,DON'T START NOW,49,5
ARIZONA ZERVAS,5,UK,SONY MUSIC,ROXANNE,49,5
BILLIE EILISH,6,UK,INTERSCOPE,EVERYTHING I WANTED,49,3
COLDPLAY,93,UK,PARLOPHONE,CHAMPION OF THE WORLD,48,1
COLDPLAY,94,UK,PARLOPHONE,CHURCH,48,1
LIL TECCA,95,UK,GALACTIC,RANSOM,48,24
SAM SMITH,96,UK,CAPITOL,I FEEL LOVE,48,4
SIGALA FT ELLA HENDERSON,50,UK,MINISTRY OF SOUND,WE GOT LOVE,45,1
ARIANA GRANDE/NORMANI/MINAJ,51,UK,REPUBLIC RECORDS,BAD TO YOU,45,1
YOUNG THUG FT GUNNA,52,UK,ASYLUM,HOT,45,2
SHAED,53,UK,CAROLINE,TRAMPOLINE,45,5
TOM WALKER,54,UK,RELENTLESS,BETTER HALF OF ME,45,2
LIL NAS X,55,UK,LIL NAS X,OLD TOWN ROAD,45,33
YOUNG T & BUGSEY FT AITCH,56,UK,BLACK BUTTER,STRIKE A POSE,45,22
AITCH FT ZIEZIE,21,UK,SINCE 93,BUSS DOWN,47,11
KSI/RICK ROSS/LIL BABY/S-X,22,UK,BMG,DOWN LIKE THAT,47,2
DERMOT KENNEDY,23,UK,ISLAND,OUTNUMBERED,47,23
TRAVIS SCOTT,24,UK,CACTUS JACK/EPIC/GRAND HUSTLE,HIGHEST IN THE ROOM,47,7
MAROON 5,7,UK,INTERSCOPE,MEMORIES,49,11
MARIAH CAREY,8,UK,COLUMBIA,ALL I WANT FOR CHRISTMAS IS YOU,49,96
ED SHEERAN/CABELLO/CARDI B,9,UK,ASYLUM,SOUTH OF THE BORDER,49,10
WEEKND,10,UK,REPUBLIC RECORDS/XO,HEARTLESS,49,2
LEWIS CAPALDI,11,UK,EMI,BRUISES,49,27
WEEKND,12,UK,REPUBLIC RECORDS,BLINDING LIGHTS,49,1
BELL/MENZEL/GAD/GROFF,97,UK,WALT DISNEY,SOME THINGS NEVER CHANGE,48,1
NSG,98,UK,NSG,TRUST ISSUES,48,8
SUMMER WALKER/LONDON ON DA,99,UK,POLYDOR,SOMETHING REAL,48,1
MARSHMELLO/YUNGBLUD/BLACKBEAR,100,UK,INTERSCOPE,TONGUE TIED,48,2
NSG,57,UK,NSG,TRUST ISSUES,45,5
BILLIE EILISH,58,UK,INTERSCOPE,BAD GUY,45,32
Y2K & BBNOS,59,UK,COLUMBIA,LALALA,45,19
NIALL HORAN,25,UK,CAPITOL,NICE TO MEET YA,47,7
TIESTO & MABEL,26,UK,POLYDOR,GOD IS A DANCER,47,9
YOUNG T & BUGSEY FT HEADIE ONE,27,UK,BLACK BUTTER,DON'T RUSH,47,2
WHAM,13,UK,RCA,LAST CHRISTMAS,49,61
ELLIE GOULDING,14,UK,POLYDOR,RIVER,49,2
SELENA GOMEZ,15,UK,INTERSCOPE,LOSE YOU TO LOVE ME,49,7
MEDUZA/BECKY HILL/GOODBOYS,16,UK,POLYDOR,LOSE CONTROL,49,8
KSI/RICK ROSS/LIL BABY/S-X,17,UK,BMG,DOWN LIKE THAT,49,4
BLACKBEAR,18,UK,INTERSCOPE,HOT GIRL BUMMER,49,11
LIZZO,19,UK,ATLANTIC,GOOD AS HELL,49,19
SAM SMITH,60,UK,CAPITOL,HOW DO YOU SLEEP,45,16
JUICE WRLD/YOUNGBOY NEVER,61,UK,INTERSCOPE,BANDIT,45,5
RAYE,62,UK,POLYDOR,LOVE ME AGAIN,45,10
KREPT & KONAN/SPICE/TORY LANEZ,63,UK,VIRGIN,FIRST TIME,45,1
LEWIS CAPALDI,64,UK,EMI,HOLD ME WHILE YOU WAIT,45,27
LIL TECCA,65,UK,GALACTIC,RANSOM,45,21
HEADIE ONE,66,UK,RELENTLESS,BOTH,45,12
LEWIS CAPALDI,28,UK,EMI,SOMEONE YOU LOVED,47,47
ENDOR,29,UK,DEFECTED,PUMP IT UP,47,6
DAVE,30,UK,DAVE NEIGHBOURHOOD,PAPER CUTS,47,2
CAMILA CABELLO,31,UK,EPIC/SYCO MUSIC,LIAR,47,11
ENDOR,20,UK,DEFECTED,PUMP IT UP,49,8
JAX JONES FT ELLA HENDERSON,21,UK,POLYDOR,THIS IS REAL,49,11
POGUES FT KIRSTY MACCOLL,22,UK,WARNER BROS,FAIRYTALE OF NEW YORK,49,96
BAND AID,23,UK,MERCURY,DO THEY KNOW IT'S CHRISTMAS,49,77
SUMMER WALKER/USHER,67,UK,INTERSCOPE,COME THRU,45,5
KANYE WEST,68,UK,DEF JAM,CLOSED ON SUNDAY,45,2
KANYE WEST,69,UK,DEF JAM,SELAH,45,2
POST MALONE/OSBOURNE/SCOTT,70,UK,EPIC/REPUBLIC RECORDS,TAKE WHAT YOU WANT,45,6
TORY LANEZ & T-PAIN,32,UK,VIRGIN,JERRY SPRUNGER,47,2
DARKOO & ONE ACEN,33,UK,DARKOO,GANGSTA,47,2
SAM FELDT FT RANI,34,UK,SPINNIN',POST MALONE,47,20
HARRY STYLES,35,UK,COLUMBIA,WATERMELON SUGAR,47,1
FREDO,24,UK,SINCE 93,NETFLIX & CHILL,49,4
RITON & OLIVER HELDENS FT VULA,25,UK,MINISTRY OF SOUND,TURN ME ON,49,12
SHAKIN' STEVENS,26,UK,RCA,MERRY CHRISTMAS EVERYONE,49,68
STORMZY,71,UK,ATLANTIC/MERKY,WILEY FLOW,45,8
FRANK OCEAN,72,UK,BLONDED,IN MY ROOM,45,1
KATY PERRY,73,UK,VIRGIN,HARLEYS IN HAWAII,45,3
KANYE WEST,36,UK,DEF JAM,FOLLOW GOD,47,4
POUNDZ,37,UK,DISTURBING LONDON,OPP THOT,47,6
TAYLOR SWIFT,38,UK,EMI,LOVER,47,10
TOM WALKER,39,UK,RELENTLESS,BETTER HALF OF ME,47,4
DAVE,27,UK,WARNER RECORDS,PROFESSOR X,49,12
J HUS,28,UK,BLACK BUTTER,MUST BE,49,4
HARRY STYLES,29,UK,COLUMBIA,LIGHTS UP,49,8
TRAVIS SCOTT,30,UK,CACTUS JACK/EPIC/GRAND HUSTLE,HIGHEST IN THE ROOM,49,9
REGARD,31,UK,MINISTRY OF SOUND,RIDE IT,49,16
D-BLOCK EUROPE,74,UK,D-BLOCK EUROPE,OUTSIDE,45,5
DAVE FT BURNA BOY,75,UK,DAVE NEIGHBOURHOOD,LOCATION,45,35
SAM SMITH,76,UK,CAPITOL,I FEEL LOVE,45,1
ED SHEERAN FT STORMZY,40,UK,ASYLUM,TAKE ME BACK TO LONDON,47,17
SCRIPT,41,UK,COLUMBIA,THE LAST TIME,47,9
DAN & SHAY FT JUSTIN BIEBER,42,UK,DEF JAM/WARNER RECORDS,10000 HOURS,47,7
SIGALA FT ELLA HENDERSON,43,UK,MINISTRY OF SOUND,WE GOT LOVE,47,3
MICHAEL BUBLE,32,UK,REPRISE,IT'S BEGINNING TO LOOK A LOT LIKE,49,30
ARIANA GRANDE,33,UK,REPUBLIC RECORDS,SANTA TELL ME,49,15
LEWIS CAPALDI,34,UK,EMI,SOMEONE YOU LOVED,49,49
DIGDAT FT D-BLOCK EUROPE,35,UK,COLUMBIA,NEW DIOR,49,2
IDINA MENZEL & AURORA,36,UK,WALT DISNEY,INTO THE UNKNOWN,49,2
YOUNG T & BUGSEY FT HEADIE ONE,37,UK,BLACK BUTTER,DON'T RUSH,49,4
LADBABY,1,UK,FRTYFVE,I LOVE SAUSAGE ROLLS,51,1
JAMES ARTHUR,77,UK,COLUMBIA,QUITE MISS HOME,45,1
MIST FT FREDO,78,UK,SINCE 93/WARNER RECORDS,SO HIGH,45,18
FRENCH MONTANA/MALONE/CARDI B,79,UK,BAD BOY/EPIC,WRITING ON THE WALL,45,6
WALA/MIST/BANGLEZ/STEFFLON,80,UK,CATALYST,47,45,4
LIL NAS X,81,UK,LIL NAS X,PANINI,45,20
POST MALONE FT SWAE LEE,82,UK,REPUBLIC RECORDS,SUNFLOWER,45,50
STORMZY,83,UK,MERKY,VOSSI BOP,45,28
YNW MELLY FT 9LOKKNINE,84,UK,300 ENTERTAINMENT,223'S,45,6
MEDUZA FT GOODBOYS,85,UK,POLYDOR,PIECE OF YOUR HEART,45,34
MARK RONSON FT YEBBA,86,UK,COLUMBIA,DON'T LEAVE ME LONELY,45,4
COLDPLAY,44,UK,PARLOPHONE,ORPHANS,47,4
KYGO & WHITNEY HOUSTON,45,UK,COLUMBIA/KYGO,HIGHER LOVE,47,21
AJ TRACEY FT MOSTACK & NOT3S,46,UK,AJ TRACEY,FLOSS,47,4
TORY LANEZ FT CHRIS BROWN,47,UK,VIRGIN,THE TAKE,47,1
SHAWN MENDES/CAMILA CABELLO,48,UK,EMI/SYCO MUSIC,SENORITA,47,22
JOEL CORRY,49,UK,PERFECT HAVOC,SORRY,47,20
ED SHEERAN FT KHALID,50,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,47,21
AJ TRACEY,51,UK,AJ TRACEY,LADBROKE GROVE,47,38
NIALL HORAN,38,UK,CAPITOL,NICE TO MEET YA,49,9
ELTON JOHN,39,UK,MERCURY,STEP INTO CHRISTMAS,49,35
TREVOR DANIEL,40,UK,ALAMO,FALLING,49,2
NINES,41,UK,WARNER RECORDS,PRIDE,49,1
BRENDA LEE,42,UK,MCA,ROCKIN' AROUND THE CHRISTMAS TREE,49,44
STORMZY/ED SHEERAN/BURNA BOY,2,UK,ATLANTIC/MERKY,OWN IT,51,4
LEWIS CAPALDI,3,UK,EMI,BEFORE YOU GO,51,5
DUA LIPA,4,UK,WARNER RECORDS,DON'T START NOW,51,7
WHAM,5,UK,RCA,LAST CHRISTMAS,51,63
GEORGE EZRA,87,UK,COLUMBIA,SHOTGUN,45,85
LIZZO,88,UK,ATLANTIC,TRUTH HURTS,45,28
LADY GAGA & BRADLEY COOPER,89,UK,INTERSCOPE,SHALLOW,45,58
ROBERTO SURACE,90,UK,DEFECTED,JOYS,45,3
INTERNET MONEY/TECCA/BOOGIE,91,UK,TENTHOUSAND PROJECTS,SOMEBODY,45,3
LIL TJAY,92,UK,COLUMBIA,F.N,45,11
KREPT & KONAN/D-BLOCK/HUSSLE,52,UK,VIRGIN,TELL ME,47,3
SUMMER WALKER,53,UK,INTERSCOPE,PLAYING GAMES,47,9
KREPT & KONAN/WIZKID,54,UK,VIRGIN,G LOVE,47,5
JORJA SMITH FT BURNA BOY,55,UK,FAMM,BE HONEST,47,14
HALSEY,56,UK,VIRGIN,GRAVEYARD,47,10
LEONA LEWIS,43,UK,SYCO MUSIC,ONE MORE SLEEP,49,20
WIZZARD,44,UK,EMI,I WISH IT COULD BE CHRISTMAS EVERYDAY,49,54
TOM WALKER,45,UK,RELENTLESS,BETTER HALF OF ME,49,6
TIESTO & MABEL,46,UK,POLYDOR,GOD IS A DANCER,49,11
SLADE,47,UK,UMTV,MERRY XMAS EVERYBODY,49,95
DARKOO & ONE ACEN,48,UK,DARKOO,GANGSTA,49,4
STORMZY FT HEADIE ONE,6,UK,ATLANTIC/MERKY,AUDACITY,51,1
ARIZONA ZERVAS,7,UK,SONY MUSIC,ROXANNE,51,7
MARIAH CAREY,8,UK,COLUMBIA,ALL I WANT FOR CHRISTMAS IS YOU,51,98
LAUV & ANNE-MARIE,93,UK,LAUV,F**K I'M LONELY,45,14
D-BLOCK EUROPE FT LIL BABY,94,UK,D-BLOCK EUROPE,NOOKIE,45,6
MAHALIA FT ELLA MAI,95,UK,ASYLUM,WHAT YOU DID,45,1
TONES & I,1,UK,PARLOPHONE,DANCE MONKEY,50,19
AITCH,57,UK,SINCE 93,TASTE (MAKE IT SHAKE),47,16
SHAED,58,UK,CAROLINE,TRAMPOLINE,47,7
MARIAH CAREY,59,UK,COLUMBIA,ALL I WANT FOR CHRISTMAS IS YOU,47,94
LIL NAS X,60,UK,LIL NAS X,OLD TOWN ROAD,47,35
SELENA GOMEZ,61,UK,INTERSCOPE,LOOK AT HER NOW,47,4
MARSHMELLO/YUNGBLUD/BLACKBEAR,62,UK,INTERSCOPE,TONGUE TIED,47,1
KELLY CLARKSON,49,UK,RCA,UNDERNEATH THE TREE,49,16
SIGALA FT ELLA HENDERSON,50,UK,MINISTRY OF SOUND,WE GOT LOVE,49,5
CAMILA CABELLO,51,UK,EPIC/SYCO MUSIC,LIAR,49,13
COLDPLAY,52,UK,PARLOPHONE,ORPHANS,49,6
PARTYNEXTDOOR FT DRAKE,53,UK,PARLOPHONE,LOYAL,49,2
ZIEZIE FT AITCH,54,UK,RCA/SINCE 93,FRENCH KISSES,49,2
HARRY STYLES,55,UK,COLUMBIA,WATERMELON SUGAR,49,3
STORMZY,9,UK,ATLANTIC/MERKY,LESSONS,51,1
TONES & I,10,UK,PARLOPHONE,DANCE MONKEY,51,20
ELLIE GOULDING,11,UK,POLYDOR,RIVER,51,4
HARRY STYLES,12,UK,COLUMBIA,ADORE YOU,51,2
BILLIE EILISH,13,UK,INTERSCOPE,EVERYTHING I WANTED,51,5
POGUES FT KIRSTY MACCOLL,14,UK,WARNER BROS,FAIRYTALE OF NEW YORK,51,98
LEWIS CAPALDI,15,UK,EMI,BRUISES,51,29
SHAKIN' STEVENS,16,UK,RCA,MERRY CHRISTMAS EVERYONE,51,70
TION WAYNE & JAY1,96,UK,EMI,2 ON 2,45,6
ZEDD & KEHLANI,97,UK,INTERSCOPE,GOOD THING,45,4
BTS,98,UK,BIGHIT ENTERTAINMENT,MAKE IT RIGHT,45,4
CHRIS BROWN FT DRAKE,99,UK,CHRIS BROWN ENTERTAINMENT/RCA,NO GUIDANCE,45,22
STORMZY/ED SHEERAN/BURNA BOY,2,UK,ATLANTIC/MERKY,OWN IT,50,3
DUA LIPA,3,UK,WARNER RECORDS,DON'T START NOW,50,6
LEWIS CAPALDI,4,UK,EMI,BEFORE YOU GO,50,4
BILLIE EILISH,63,UK,INTERSCOPE,BAD GUY,47,34
RAYE,64,UK,POLYDOR,LOVE ME AGAIN,47,11
M HUNCHO FT NAFE SMALLZ,65,UK,ISLAND,THUMB,47,3
LIL BABY,66,UK,MOTOWN/QUALITY CONTROL,WOAH,47,2
DOMINIC FIKE,67,UK,COLUMBIA,3 NIGHTS,47,29
SIA,56,UK,ATLANTIC/MONKEY PUZZLE,SANTA'S COMING FOR US,49,9
POST MALONE,57,UK,REPUBLIC RECORDS,CIRCLES,49,14
JUSTIN BIEBER,58,UK,DEF JAM,MISTLETOE,49,20
CHRIS REA,59,UK,WARNER BROS,DRIVING HOME FOR CHRISTMAS,49,53
BAND AID,17,UK,MERCURY,DO THEY KNOW IT'S CHRISTMAS,51,79
HARRY STYLES,18,UK,COLUMBIA,WATERMELON SUGAR,51,5
ELTON JOHN,19,UK,MERCURY,STEP INTO CHRISTMAS,51,37
WEEKND,20,UK,REPUBLIC RECORDS,BLINDING LIGHTS,51,3
BLACKBEAR,21,UK,INTERSCOPE,HOT GIRL BUMMER,51,13
SELENA GOMEZ,22,UK,INTERSCOPE,LOSE YOU TO LOVE ME,51,9
SIGALA & BECKY HILL,100,UK,MINISTRY OF SOUND,WISH YOU WELL,45,24
ARIZONA ZERVAS,5,UK,SONY MUSIC,ROXANNE,50,6
MARIAH CAREY,6,UK,COLUMBIA,ALL I WANT FOR CHRISTMAS IS YOU,50,97
WHAM,7,UK,RCA,LAST CHRISTMAS,50,62
ELLIE GOULDING,8,UK,POLYDOR,RIVER,50,3
BILLIE EILISH,9,UK,INTERSCOPE,EVERYTHING I WANTED,50,4
YOUNG T & BUGSEY FT AITCH,68,UK,BLACK BUTTER,STRIKE A POSE,47,24
