artist,chart_position,country,production_house,title,week,weeks_on_chart
KEHLANI FT TY DOLLA SIGN,30,UK,ATLANTIC,NIGHTS LIKE THIS,6,4
GEORGE EZRA,31,UK,COLUMBIA,SHOTGUN,6,46
HEADIE ONE FT DAVE,32,UK,RELENTLESS,18HUNNA,6,5
FLIPP DINERO,33,UK,CINEMATIC,LEAVE ME ALONE,6,7
A BOOGIE WIT DA HOODIE/6IX9INE,34,UK,ATLANTIC,SWERVIN,6,6
KHALID,35,UK,RIGHT HAND MUSIC,SATURDAY NIGHTS,6,7
21 SAVAGE,36,UK,EPIC/SLAUGHTER GANG,A LOT,6,7
JESS GLYNNE,37,UK,ATLANTIC,THURSDAY,6,17
CALVIN HARRIS & DUA LIPA,38,UK,COLUMBIA/WARNER BROS,ONE KISS,6,41
LAUV & TROYE SIVAN,39,UK,LAUV,I'M SO TIRED,6,2
JESS GLYNNE,41,UK,ATLANTIC,THURSDAY,8,19
PANIC AT THE DISCO,42,UK,FUELED BY RAMEN,HIGH HOPES,8,32
KEHLANI FT TY DOLLA SIGN,43,UK,ATLANTIC,NIGHTS LIKE THIS,8,6
ANNE-MARIE,44,UK,EAST WEST,2002,8,40
GESAFFELSTEIN FT WEEKND,45,UK,COLUMBIA,LOST IN THE FIRE,8,6
JUICE WRLD,46,UK,INTERSCOPE,ROBBERY,8,1
AVA MAX,1,UK,ATLANTIC,SWEET BUT PSYCHO,1,11
NSG FT TION WAYNE,7,UK,NSG,OPTIONS,9,9
PINK,8,UK,RCA,WALK ME HOME,9,1
BILLIE EILISH,9,UK,INTERSCOPE,BURY A FRIEND,9,4
TOM WALKER,10,UK,RELENTLESS,JUST YOU AND I,9,7
LADY GAGA & BRADLEY COOPER,11,UK,INTERSCOPE,SHALLOW,9,22
AVA MAX,12,UK,ATLANTIC,SWEET BUT PSYCHO,9,19
KHALID,13,UK,RIGHT HAND MUSIC,TALK,9,3
POST MALONE,14,UK,REPUBLIC RECORDS,WOW.,9,10
MAROON 5 FT CARDI B,71,UK,INTERSCOPE,GIRLS LIKE YOU,7,37
LEWIS CAPALDI,72,UK,EMI,BRUISES,7,2
FISHER,73,UK,CATCH & RELEASE,LOSING IT,7,7
TOM WALKER,97,UK,RELENTLESS,JUST YOU AND I,3,1
JUICE WRLD,98,UK,INTERSCOPE,LUCID DREAMS,3,30
LANA DEL REY,99,UK,INTERSCOPE,HOPE IS A DANGEROUS THING FOR A WOMAN,3,1
KILLERS,100,UK,MERCURY,MR BRIGHTSIDE,3,206
CALVIN HARRIS & RAG'N'BONE MAN,2,UK,COLUMBIA,GIANT,10,8
MABEL,3,UK,POLYDOR,DON'T CALL ME UP,10,7
ARIANA GRANDE,4,UK,REPUBLIC RECORDS,BREAK UP WITH YOUR GIRLFRIEND I'M BORED,10,4
ARIANA GRANDE,5,UK,REPUBLIC RECORDS,7 RINGS,10,7
JONAS BROTHERS,6,UK,HOLLYWOOD,SUCKER,10,1
LEWIS CAPALDI,40,UK,EMI,GRACE,6,13
CAMELPHAT/CRISTOPH/JEM COOKE,41,UK,MINISTRY OF SOUND,BREATHE,6,5
SHECK WES,42,UK,INTERSCOPE,MO BAMBA,6,17
LITTLE MIX FT TY DOLLA SIGN,43,UK,SYCO MUSIC,THINK ABOUT US,6,2
YNW MELLY,47,UK,300 ENTERTAINMENT,MURDER ON MY MIND,8,1
CHAINSMOKERS FT 5 SECONDS OF,48,UK,DISRUPTOR,WHO DO YOU LOVE,8,2
TOM WALKER,49,UK,RELENTLESS,LEAVE A LIGHT ON,8,47
CALVIN HARRIS & SAM SMITH,50,UK,COLUMBIA,PROMISES,8,27
DIGDAT & LOSKI,51,UK,RELENTLESS,NO CAP,8,1
SUB FOCUS & DIMENSION,52,UK,EMI,DESIRE,8,6
ARIANA GRANDE,2,UK,REPUBLIC RECORDS,THANK U NEXT,1,9
POST MALONE FT SWAE LEE,3,UK,REPUBLIC RECORDS,SUNFLOWER,1,11
MARK RONSON FT MILEY CYRUS,4,UK,COLUMBIA,NOTHING BREAKS LIKE A HEART,1,5
POST MALONE,5,UK,REPUBLIC RECORDS,WOW.,1,2
BLUEFACE,15,UK,entertainment one,THOTIANA,9,4
MEEK MILL FT DRAKE,16,UK,ATLANTIC,GOING BAD,9,13
LAUV & TROYE SIVAN,17,UK,LAUV,I'M SO TIRED,9,5
CADET & DENO DRIZ,18,UK,UNDERRATED LEGENDS,ADVICE,9,23
D-BLOCK EUROPE,19,UK,D-BLOCK EUROPE,KITCHEN KINGS,9,3
CARDI B & BRUNO MARS,20,UK,ATLANTIC,PLEASE ME,9,2
TYGA FT OFFSET,74,UK,LAST KINGS MUSIC,TASTE,7,37
BILLIE EILISH,75,UK,INTERSCOPE,WHEN THE PARTY'S OVER,7,16
TOM WALKER,76,UK,RELENTLESS,LEAVE A LIGHT ON,7,46
AVA MAX,1,UK,ATLANTIC,SWEET BUT PSYCHO,52,10
SAM SMITH & NORMANI,7,UK,CAPITOL,DANCING WITH A STRANGER,10,8
TOM WALKER,8,UK,RELENTLESS,JUST YOU AND I,10,8
PINK,9,UK,RCA,WALK ME HOME,10,2
NSG FT TION WAYNE,10,UK,NSG,OPTIONS,10,10
BILLIE EILISH,11,UK,INTERSCOPE,BURY A FRIEND,10,5
LADY GAGA & BRADLEY COOPER,12,UK,INTERSCOPE,SHALLOW,10,23
CARDI B & BRUNO MARS,13,UK,ATLANTIC,PLEASE ME,10,3
LAUV & TROYE SIVAN,14,UK,LAUV,I'M SO TIRED,10,6
KHALID,15,UK,RIGHT HAND MUSIC,TALK,10,4
AVA MAX,16,UK,ATLANTIC,SWEET BUT PSYCHO,10,20
BLUEFACE,17,UK,entertainment one,THOTIANA,10,5
CADET & DENO DRIZ,44,UK,UNDERRATED LEGENDS,ADVICE,6,20
PANIC AT THE DISCO,45,UK,FUELED BY RAMEN,HIGH HOPES,6,30
TOM WALKER,46,UK,RELENTLESS,LEAVE A LIGHT ON,6,45
ANNE-MARIE,47,UK,EAST WEST,2002,6,38
AJ TRACEY,48,UK,AJ TRACEY,PSYCH OUT,6,3
YUNGEN FT DAPPY,49,UK,RCA,COMFORTABLE,6,2
CALVIN HARRIS & SAM SMITH,50,UK,COLUMBIA,PROMISES,6,25
A BOOGIE WIT DA HOODIE,51,UK,ATLANTIC,LOOK BACK AT IT,6,5
SWARMZ FT TION WAYNE,52,UK,BLACK BUTTER,BALLY,6,3
FLIPP DINERO,53,UK,CINEMATIC,LEAVE ME ALONE,8,9
HEADIE ONE FT DAVE,54,UK,RELENTLESS,18HUNNA,8,7
KHALID,55,UK,RIGHT HAND MUSIC,SATURDAY NIGHTS,8,9
SWARMZ FT TION WAYNE,56,UK,BLACK BUTTER,BALLY,8,5
BENNY BLANCO/HALSEY/KHALID,57,UK,INTERSCOPE,EASTSIDE,8,32
YXNG BANE,58,UK,DISTURBING LONDON,NEEDED TIME,8,14
PINKFONG,6,UK,RELENTLESS,BABY SHARK,1,21
GEORGE EZRA,7,UK,COLUMBIA,SHOTGUN,1,41
JAMES ARTHUR & ANNE-MARIE,8,UK,ATLANTIC,REWRITE THE STARS,1,7
ZARA LARSSON,9,UK,BLACK BUTTER/EPIC/TEN,RUIN MY LIFE,1,11
KODAK BLACK/SCOTT/OFFSET,10,UK,ATLANTIC,ZEZE,1,12
HALSEY,11,UK,CAPITOL,WITHOUT ME,1,13
J COLE,21,UK,INTERSCOPE,MIDDLE CHILD,9,5
JAX JONES/YEARS & YEARS,22,UK,POLYDOR,PLAY,9,13
LITTLE MIX FT TY DOLLA SIGN,23,UK,SYCO MUSIC,THINK ABOUT US,9,5
LEWIS CAPALDI,24,UK,EMI,GRACE,9,16
ELLIE GOULDING/DIPLO/SWAE LEE,77,UK,POLYDOR,CLOSE TO ME,7,16
CALVIN HARRIS & DUA LIPA,78,UK,COLUMBIA/WARNER BROS,ONE KISS,7,42
JACKMAN/SETTLE/EFRON/ZENDAYA,79,UK,ATLANTIC,THE GREATEST SHOW,7,29
MARIAH CAREY,2,UK,COLUMBIA,ALL I WANT FOR CHRISTMAS IS YOU,52,92
WHAM,3,UK,RCA,LAST CHRISTMAS,52,58
RODDY RICCH/CHIP/YXNG BANE,18,UK,THE PLUG,HOW IT IS,10,1
POST MALONE,19,UK,REPUBLIC RECORDS,WOW.,10,11
YNW MELLY,20,UK,300 ENTERTAINMENT,MURDER ON MY MIND,10,3
TRAVIS SCOTT,53,UK,EPIC,SICKO MODE,6,27
BENNY BLANCO/HALSEY/KHALID,54,UK,INTERSCOPE,EASTSIDE,6,30
YXNG BANE,55,UK,DISTURBING LONDON,NEEDED TIME,6,12
GEORGE EZRA,59,UK,COLUMBIA,HOLD MY GIRL,8,19
SETTLE/GREATEST SHOWMAN ENS,60,UK,ATLANTIC,THIS IS ME,8,60
LIZZO,61,UK,ATLANTIC,JUICE,8,2
D-BLOCK EUROPE,62,UK,D-BLOCK EUROPE,KETTLE POURING,8,1
FREYA RIDINGS,12,UK,GOOD SOLDIER,LOST WITHOUT YOU,1,25
JESS GLYNNE,13,UK,ATLANTIC,THURSDAY,1,12
GEORGE EZRA,14,UK,COLUMBIA,HOLD MY GIRL,1,12
CLEAN BANDIT/MARINA/LUIS FONSI,15,UK,ATLANTIC,BABY,1,9
SETTLE/GREATEST SHOWMAN ENS,16,UK,ATLANTIC,THIS IS ME,1,53
FREYA RIDINGS,25,UK,GOOD SOLDIER,LOST WITHOUT YOU,9,33
GEORGE EZRA,26,UK,COLUMBIA,SHOTGUN,9,49
MARK RONSON FT MILEY CYRUS,27,UK,COLUMBIA,NOTHING BREAKS LIKE A HEART,9,13
A BOOGIE WIT DA HOODIE/6IX9INE,28,UK,ATLANTIC,SWERVIN,9,9
POST MALONE FT SWAE LEE,29,UK,REPUBLIC RECORDS,SUNFLOWER,9,19
ARIANA GRANDE,30,UK,REPUBLIC RECORDS,THANK U NEXT,9,15
ARIANA GRANDE,1,UK,REPUBLIC RECORDS,7 RINGS,4,1
DAVE FT FREDO,80,UK,DAVE/NEIGHBOURHOOD,FUNKY FRIDAY,7,19
QUEEN,81,UK,ISLAND,BOHEMIAN RHAPSODY,7,32
LITTLE MIX FT NICKI MINAJ,82,UK,SYCO MUSIC,WOMAN LIKE ME,7,18
BILLIE EILISH,83,UK,INTERSCOPE,BELLYACHE,7,5
MUSTARD & MIGOS,84,UK,INTERSCOPE/QUALITY CONTROL,PURE WATER,7,3
POST MALONE,85,UK,REPUBLIC RECORDS,BETTER NOW,7,38
BRING ME THE HORIZON,86,UK,RCA,MEDICINE,7,6
POGUES FT KIRSTY MACCOLL,4,UK,WARNER BROS,FAIRYTALE OF NEW YORK,52,94
ARIANA GRANDE,5,UK,REPUBLIC RECORDS,THANK U NEXT,52,8
BAND AID,6,UK,MERCURY,DO THEY KNOW IT'S CHRISTMAS,52,75
MICHAEL BUBLE,7,UK,REPRISE,IT'S BEGINNING TO LOOK A LOT LIKE,52,28
LEWIS CAPALDI,21,UK,EMI,GRACE,10,17
LITTLE MIX FT TY DOLLA SIGN,22,UK,SYCO MUSIC,THINK ABOUT US,10,6
MEEK MILL FT DRAKE,23,UK,ATLANTIC,GOING BAD,10,14
CADET & DENO DRIZ,24,UK,UNDERRATED LEGENDS,ADVICE,10,24
J COLE,25,UK,INTERSCOPE,MIDDLE CHILD,10,6
D-BLOCK EUROPE,26,UK,D-BLOCK EUROPE,KITCHEN KINGS,10,4
MARK RONSON FT MILEY CYRUS,27,UK,COLUMBIA,NOTHING BREAKS LIKE A HEART,10,14
SETTLE/GREATEST SHOWMAN ENS,56,UK,ATLANTIC,THIS IS ME,6,58
CATFISH & THE BOTTLEMEN,57,UK,ISLAND,LONGSHOT,6,5
JAMES ARTHUR & ANNE-MARIE,58,UK,ATLANTIC,REWRITE THE STARS,6,12
FREDO,59,UK,RCA,SURVIVAL OF THE FITTEST,6,3
UNKNOWN T/CRAZY COUSINZ,63,UK,ISLAND,THROWBACK,8,1
CATFISH & THE BOTTLEMEN,64,UK,ISLAND,LONGSHOT,8,7
YUNGBLUD/HALSEY/TRAVIS BARKER,65,UK,POLYDOR,11 MINUTES,8,1
TRAVIS SCOTT,66,UK,EPIC,SICKO MODE,8,29
A BOOGIE WIT DA HOODIE,67,UK,ATLANTIC,LOOK BACK AT IT,8,7
PINK,17,UK,ATLANTIC,A MILLION DREAMS,1,10
LITTLE MIX FT NICKI MINAJ,18,UK,SYCO MUSIC,WOMAN LIKE ME,1,12
JAX JONES/YEARS & YEARS,19,UK,POLYDOR,PLAY,1,5
YNW MELLY,31,UK,300 ENTERTAINMENT,MURDER ON MY MIND,9,2
WESTLIFE,32,UK,EMI,HELLO MY LOVE,9,7
KEHLANI FT TY DOLLA SIGN,33,UK,ATLANTIC,NIGHTS LIKE THIS,9,7
PINKFONG,34,UK,RELENTLESS,BABY SHARK,9,29
AVA MAX,2,UK,ATLANTIC,SWEET BUT PSYCHO,4,14
SAM SMITH & NORMANI,3,UK,CAPITOL,DANCING WITH A STRANGER,4,2
POST MALONE,4,UK,REPUBLIC RECORDS,WOW.,4,5
CALVIN HARRIS & RAG'N'BONE MAN,5,UK,COLUMBIA,GIANT,4,2
MARK RONSON FT MILEY CYRUS,6,UK,COLUMBIA,NOTHING BREAKS LIKE A HEART,4,8
POST MALONE FT SWAE LEE,7,UK,REPUBLIC RECORDS,SUNFLOWER,4,14
ARIANA GRANDE,8,UK,REPUBLIC RECORDS,THANK U NEXT,4,12
RUSS,9,UK,VIRGIN,GUN LEAN,4,5
CLEAN BANDIT/MARINA/LUIS FONSI,87,UK,ATLANTIC,BABY,7,15
ZIV ZAIFMAN/JACKMAN/WILLIAMS,88,UK,ATLANTIC,A MILLION DREAMS,7,27
GEORGE EZRA,89,UK,COLUMBIA,PARADISE,7,48
LEONA LEWIS,8,UK,SYCO MUSIC,ONE MORE SLEEP,52,19
SHAKIN' STEVENS,9,UK,RCA,MERRY CHRISTMAS EVERYONE,52,66
ELTON JOHN,10,UK,MERCURY,STEP INTO CHRISTMAS,52,34
CHRIS REA,11,UK,WARNER BROS,DRIVING HOME FOR CHRISTMAS,52,52
A BOOGIE WIT DA HOODIE/6IX9INE,28,UK,ATLANTIC,SWERVIN,10,10
KEHLANI FT TY DOLLA SIGN,29,UK,ATLANTIC,NIGHTS LIKE THIS,10,8
POST MALONE FT SWAE LEE,30,UK,REPUBLIC RECORDS,SUNFLOWER,10,20
FREDO,60,UK,SINCE 93,MMHM,6,1
JESS GLYNNE,61,UK,ATLANTIC,I'LL BE THERE,6,33
RITA ORA,62,UK,ATLANTIC,LET YOU LOVE ME,6,20
ALEC BENJAMIN,68,UK,ATLANTIC,LET ME DOWN SLOWLY,8,4
CALVIN HARRIS & DUA LIPA,69,UK,COLUMBIA/WARNER BROS,ONE KISS,8,43
D-BLOCK EUROPE,70,UK,D-BLOCK EUROPE,RUNNING MAN,8,1
DENO,71,UK,COLUMBIA,FIRST DAYS (CADET TRIBUTE),8,1
FREDO FT DAVE,72,UK,SINCE 93,ALL I EVER WANTED,8,3
ED SHEERAN,73,UK,ASYLUM,PERFECT,8,92
ARIANA GRANDE,20,UK,REPUBLIC RECORDS,IMAGINE,1,3
CALVIN HARRIS & SAM SMITH,21,UK,COLUMBIA,PROMISES,1,20
MEEK MILL FT DRAKE,22,UK,ATLANTIC,GOING BAD,1,5
RITA ORA,23,UK,ATLANTIC,LET YOU LOVE ME,1,15
JESS GLYNNE,35,UK,ATLANTIC,THURSDAY,9,20
CAMELPHAT/CRISTOPH/JEM COOKE,36,UK,MINISTRY OF SOUND,BREATHE,9,8
CALVIN HARRIS & SAM SMITH,37,UK,COLUMBIA,PROMISES,9,28
CHRIS BROWN,38,UK,RCA,UNDECIDED,9,8
PANIC AT THE DISCO,39,UK,FUELED BY RAMEN,HIGH HOPES,9,33
JAX JONES/YEARS & YEARS,10,UK,POLYDOR,PLAY,4,8
MABEL,11,UK,POLYDOR,DON'T CALL ME UP,4,1
NSG FT TION WAYNE,12,UK,NSG,OPTIONS,4,4
LEWIS CAPALDI,13,UK,EMI,SOMEONE YOU LOVED,4,4
WILEY/STEFFLON DON/SEAN PAUL,90,UK,BMG,BOASTY,7,3
KHALID,91,UK,RIGHT HAND MUSIC,BETTER,7,22
ZARA LARSSON,92,UK,BLACK BUTTER/EPIC/TEN,RUIN MY LIFE,7,17
RUDIMENTAL/GLYNNE/MACKLEMORE,93,UK,ASYLUM,THESE DAYS,7,50
WIZZARD,12,UK,EMI,I WISH IT COULD BE CHRISTMAS EVERYDAY,52,53
ARIANA GRANDE,13,UK,REPUBLIC RECORDS,SANTA TELL ME,52,13
HALSEY,14,UK,CAPITOL,WITHOUT ME,52,12
MARK RONSON FT MILEY CYRUS,15,UK,COLUMBIA,NOTHING BREAKS LIKE A HEART,52,4
BRENDA LEE,16,UK,MCA,ROCKIN' AROUND THE CHRISTMAS TREE,52,43
SLADE,17,UK,UMTV,MERRY XMAS EVERYBODY,52,94
GEORGE EZRA,31,UK,COLUMBIA,SHOTGUN,10,50
SWARMZ FT TION WAYNE,32,UK,BLACK BUTTER,BALLY,10,7
PINKFONG,33,UK,RELENTLESS,BABY SHARK,10,30
SIGRID,34,UK,ISLAND,DON'T FEEL LIKE CRYING,10,4
WESTLIFE,35,UK,EMI,HELLO MY LOVE,10,8
ARIANA GRANDE,36,UK,REPUBLIC RECORDS,THANK U NEXT,10,16
MARSHMELLO,63,UK,MONSTERCAT,ALONE,6,1
CARDI B,64,UK,ATLANTIC,MONEY,6,12
SUB FOCUS & DIMENSION,65,UK,EMI,DESIRE,6,4
LOUD LUXURY FT BRANDO,66,UK,ARMADA,BODY,6,35
ALEC BENJAMIN,67,UK,ATLANTIC,LET ME DOWN SLOWLY,6,2
BLUEFACE,68,UK,entertainment one,THOTIANA,6,1
AJ TRACEY,74,UK,AJ TRACEY,LADBROKE GROVE,8,2
RITA ORA,75,UK,ATLANTIC,LET YOU LOVE ME,8,22
YUNGEN FT DAPPY,76,UK,RCA,COMFORTABLE,8,4
LOUD LUXURY FT BRANDO,77,UK,ARMADA,BODY,8,37
QUEEN,78,UK,ISLAND,BOHEMIAN RHAPSODY,8,33
LADY GAGA & BRADLEY COOPER,24,UK,INTERSCOPE,SHALLOW,1,14
JACKMAN/SETTLE/EFRON/ZENDAYA,25,UK,ATLANTIC,THE GREATEST SHOW,1,23
MARSHMELLO FT BASTILLE,26,UK,POSITIVA,HAPPIER,1,20
DAVE,40,UK,DAVE NEIGHBOURHOOD,BLACK,9,1
AJ TRACEY,41,UK,AJ TRACEY,PSYCH OUT,9,6
GIGGS,42,UK,ISLAND,187,9,1
ANNE-MARIE,43,UK,EAST WEST,2002,9,41
HALSEY,14,UK,CAPITOL,WITHOUT ME,4,16
GESAFFELSTEIN FT WEEKND,15,UK,COLUMBIA,LOST IN THE FIRE,4,2
CHRIS BROWN,16,UK,RCA,UNDECIDED,4,3
JAMES ARTHUR & ANNE-MARIE,17,UK,ATLANTIC,REWRITE THE STARS,4,10
DYNORO & GIGI D'AGOSTINO,94,UK,MINISTRY OF SOUND,IN MY MIND,7,27
RAMZ,95,UK,POLYDOR,HOLD YOU DOWN,7,1
JAMES ARTHUR,96,UK,COLUMBIA,EMPTY SPACE,7,17
ZIEZIE,97,UK,RCA,SENSEI,7,2
SHECK WES,98,UK,INTERSCOPE,MO BAMBA,7,18
JOHN & YOKO/PLASTIC ONO BAND,18,UK,APPLE CORPS,HAPPY XMAS (WAR IS OVER),52,34
POST MALONE FT SWAE LEE,19,UK,REPUBLIC RECORDS,SUNFLOWER,52,10
PAUL MCCARTNEY,20,UK,PARLOPHONE,WONDERFUL CHRISTMASTIME,52,28
LADBABY,21,UK,FRTYFVE,WE BUILT THIS CITY,52,2
DARLENE LOVE,22,UK,LEGACY RECORDINGS,CHRISTMAS (BABY PLEASE COME HOME),52,5
TOM WALKER,37,UK,RELENTLESS,LEAVE A LIGHT ON,10,49
PANIC AT THE DISCO,38,UK,FUELED BY RAMEN,HIGH HOPES,10,34
JESS GLYNNE,39,UK,ATLANTIC,THURSDAY,10,21
CAMELPHAT/CRISTOPH/JEM COOKE,40,UK,MINISTRY OF SOUND,BREATHE,10,9
SUMMER WALKER FT DRAKE,41,UK,INTERSCOPE,GIRLS NEED LOVE,10,1
JUICE WRLD,42,UK,INTERSCOPE,ROBBERY,10,3
TOM WALKER,69,UK,RELENTLESS,JUST YOU AND I,6,4
BILLIE EILISH,70,UK,INTERSCOPE,WHEN THE PARTY'S OVER,6,15
ARIANA GRANDE,71,UK,REPUBLIC RECORDS,IMAGINE,6,8
BRING ME THE HORIZON,72,UK,RCA,MEDICINE,6,5
MAROON 5 FT CARDI B,73,UK,INTERSCOPE,GIRLS LIKE YOU,6,36
FISHER,74,UK,CATCH & RELEASE,LOSING IT,6,6
LEWIS CAPALDI,79,UK,EMI,BRUISES,8,3
JACKMAN/SETTLE/EFRON/ZENDAYA,80,UK,ATLANTIC,THE GREATEST SHOW,8,30
MUSTARD & MIGOS,81,UK,INTERSCOPE/QUALITY CONTROL,PURE WATER,8,4
MARSHMELLO,82,UK,MONSTERCAT,ALONE,8,3
ARIANA GRANDE,1,UK,REPUBLIC RECORDS,7 RINGS,5,2
CADET & DENO DRIZ,27,UK,UNDERRATED LEGENDS,ADVICE,1,15
SHECK WES,28,UK,INTERSCOPE,MO BAMBA,1,12
BENNY BLANCO/HALSEY/KHALID,29,UK,INTERSCOPE,EASTSIDE,1,25
ZIV ZAIFMAN/JACKMAN/WILLIAMS,30,UK,ATLANTIC,A MILLION DREAMS,1,21
TOM WALKER,31,UK,RELENTLESS,LEAVE A LIGHT ON,1,40
6IX9INE FT TORY LANEZ,32,UK,TENTHOUSAND PROJECTS,KIKA,1,6
TRAVIS SCOTT,33,UK,EPIC,SICKO MODE,1,22
MAROON 5 FT CARDI B,34,UK,INTERSCOPE,GIRLS LIKE YOU,1,31
CARDI B,35,UK,ATLANTIC,MONEY,1,7
RUSS,36,UK,VIRGIN,GUN LEAN,1,2
CALVIN HARRIS & DUA LIPA,37,UK,COLUMBIA/WARNER BROS,ONE KISS,1,36
DAVE FT FREDO,38,UK,DAVE/NEIGHBOURHOOD,FUNKY FRIDAY,1,13
MARSHMELLO FT BASTILLE,44,UK,POSITIVA,HAPPIER,9,28
DUA LIPA,45,UK,WARNER BROS,SWAN SONG,9,5
21 SAVAGE,46,UK,EPIC/SLAUGHTER GANG,A LOT,9,10
HALSEY,47,UK,CAPITOL,WITHOUT ME,9,21
CHAINSMOKERS FT 5 SECONDS OF,48,UK,DISRUPTOR,WHO DO YOU LOVE,9,3
JUICE WRLD,49,UK,INTERSCOPE,ROBBERY,9,2
TOM WALKER,50,UK,RELENTLESS,LEAVE A LIGHT ON,9,48
LIZZO,51,UK,ATLANTIC,JUICE,9,3
SUB FOCUS & DIMENSION,52,UK,EMI,DESIRE,9,7
MEEK MILL FT DRAKE,18,UK,ATLANTIC,GOING BAD,4,8
FREYA RIDINGS,19,UK,GOOD SOLDIER,LOST WITHOUT YOU,4,28
KODAK BLACK/SCOTT/OFFSET,20,UK,ATLANTIC,ZEZE,4,15
HEADIE ONE FT DAVE,21,UK,RELENTLESS,18HUNNA,4,3
GEORGE EZRA,22,UK,COLUMBIA,HOLD MY GIRL,4,15
ZARA LARSSON,23,UK,BLACK BUTTER/EPIC/TEN,RUIN MY LIFE,4,14
PINKFONG,24,UK,RELENTLESS,BABY SHARK,4,24
ELLIE GOULDING/DIPLO/SWAE LEE,25,UK,POLYDOR,CLOSE TO ME,4,13
LOGIC FT MARSHMELLO,99,UK,DEF JAM,EVERYDAY,7,8
5 SECONDS OF SUMMER,100,UK,CAPITOL,YOUNGBLOOD,7,40
KATY PERRY,23,UK,VIRGIN,COZY LITTLE CHRISTMAS,52,3
SIA,24,UK,ATLANTIC/MONKEY PUZZLE,SANTA'S COMING FOR US,52,8
JAMES ARTHUR & ANNE-MARIE,25,UK,ATLANTIC,REWRITE THE STARS,52,6
BONEY M,26,UK,SONY MUSIC,MARY'S BOY CHILD/OH MY LORD,52,17
PINKFONG,27,UK,RELENTLESS,BABY SHARK,52,20
JUSTIN BIEBER,28,UK,DEF JAM,MISTLETOE,52,19
ANDY WILLIAMS,29,UK,SONY MUSIC,IT'S THE MOST WONDERFUL TIME OF THE YEAR,52,31
BENNYBLANCO/GOMEZ/BALVIN/TAINY,43,UK,INTERSCOPE,I CAN'T GET ENOUGH,10,1
CHRIS BROWN,44,UK,RCA,UNDECIDED,10,9
CALVIN HARRIS & SAM SMITH,45,UK,COLUMBIA,PROMISES,10,29
ANNE-MARIE,46,UK,EAST WEST,2002,10,42
DAVE FT FREDO,75,UK,DAVE/NEIGHBOURHOOD,FUNKY FRIDAY,6,18
ED SHEERAN,76,UK,ASYLUM,PERFECT,6,90
LITTLE MIX FT NICKI MINAJ,77,UK,SYCO MUSIC,WOMAN LIKE ME,6,17
TYGA FT OFFSET,78,UK,LAST KINGS MUSIC,TASTE,6,36
MAROON 5 FT CARDI B,83,UK,INTERSCOPE,GIRLS LIKE YOU,8,38
CATFISH & THE BOTTLEMEN,84,UK,ISLAND,FLUCTUATE,8,1
TYGA FT OFFSET,85,UK,LAST KINGS MUSIC,TASTE,8,38
KODAK BLACK/SCOTT/OFFSET,86,UK,ATLANTIC,ZEZE,8,19
POST MALONE,87,UK,REPUBLIC RECORDS,BETTER NOW,8,39
AVA MAX,2,UK,ATLANTIC,SWEET BUT PSYCHO,5,15
SAM SMITH & NORMANI,3,UK,CAPITOL,DANCING WITH A STRANGER,5,3
CALVIN HARRIS & RAG'N'BONE MAN,4,UK,COLUMBIA,GIANT,5,3
POST MALONE,5,UK,REPUBLIC RECORDS,WOW.,5,6
MARK RONSON FT MILEY CYRUS,6,UK,COLUMBIA,NOTHING BREAKS LIKE A HEART,5,9
MABEL,7,UK,POLYDOR,DON'T CALL ME UP,5,2
LOUD LUXURY FT BRANDO,39,UK,ARMADA,BODY,1,30
ED SHEERAN,40,UK,ASYLUM,PERFECT,1,85
ANNE-MARIE,41,UK,ASYLUM,PERFECT TO ME,1,6
GIGGS,53,UK,ISLAND,BABY,9,1
SWARMZ FT TION WAYNE,54,UK,BLACK BUTTER,BALLY,9,6
GESAFFELSTEIN FT WEEKND,55,UK,COLUMBIA,LOST IN THE FIRE,9,7
CALVIN HARRIS & DUA LIPA,56,UK,COLUMBIA/WARNER BROS,ONE KISS,9,44
BENNY BLANCO/HALSEY/KHALID,57,UK,INTERSCOPE,EASTSIDE,9,33
GEORGE EZRA,26,UK,COLUMBIA,SHOTGUN,4,44
AJ TRACEY,27,UK,AJ TRACEY,PSYCH OUT,4,1
CLEAN BANDIT/MARINA/LUIS FONSI,28,UK,ATLANTIC,BABY,4,12
WESTLIFE,29,UK,EMI,HELLO MY LOVE,4,2
JESS GLYNNE,30,UK,ATLANTIC,THURSDAY,4,15
MICHAEL JACKSON & JACKSON FIVE,30,UK,MOTOWN,SANTA CLAUS IS COMING TO TOWN,52,4
BING CROSBY,31,UK,SPECTRUM MUSIC,WHITE CHRISTMAS,52,30
FREYA RIDINGS,32,UK,GOOD SOLDIER,LOST WITHOUT YOU,52,24
GEORGE EZRA,33,UK,COLUMBIA,SHOTGUN,52,40
KODAK BLACK/SCOTT/OFFSET,34,UK,ATLANTIC,ZEZE,52,11
ZARA LARSSON,35,UK,BLACK BUTTER/EPIC/TEN,RUIN MY LIFE,52,10
EAST 17,36,UK,LONDON,STAY ANOTHER DAY,52,45
AJ TRACEY,47,UK,AJ TRACEY,PSYCH OUT,10,7
21 SAVAGE,48,UK,EPIC/SLAUGHTER GANG,A LOT,10,11
MARSHMELLO FT BASTILLE,49,UK,POSITIVA,HAPPIER,10,29
HALSEY,50,UK,CAPITOL,WITHOUT ME,10,22
